C3,C4,O1,O2,F3,F4,F7,F8,Fz,Fp1,Fp2,P3,P4,Pz,T7,T8,P7,P8,Cpz
-1.0444670579090598e-05,4.629632712749299e-06,-8.284114301204681e-06,-2.320044586667791e-06,-1.2220575626997743e-05,9.044779744726839e-06,-4.17514966102317e-05,5.4609818107564934e-05,4.8827316732058534e-06,-5.883091944269836e-06,3.4417146252962993e-05,-1.106407648876484e-05,-6.350132935040165e-07,-7.98883638708503e-06,-1.3355864211916924e-05,1.3605552339868154e-05,-7.1296187797997845e-06,7.160077984735835e-06,-7.272339644259773e-06
-9.360186140838778e-06,1.2243577202752931e-05,3.504054575387272e-06,1.0925413789664162e-05,-2.0567269984894665e-05,2.3621852960786782e-05,-6.821455099270679e-05,6.0781982028856874e-05,-4.552055770545849e-06,-4.946802982885856e-05,1.3709236100112321e-05,-3.075000563512731e-06,8.288243066090217e-06,1.0432822250550089e-06,-1.667234437263687e-05,2.4611192202428356e-05,-2.750036401266698e-06,1.3027162140133441e-05,2.9034774513547745e-06
-1.2776297808159143e-05,-3.2305863726378448e-06,5.002573743695393e-06,6.969293735892279e-06,-2.321837473573396e-05,6.877077112221741e-06,-4.259528395778034e-05,5.023630728828721e-05,-1.0449761248310097e-05,-1.2533337212516926e-05,3.0457016691798344e-05,-1.6028113805077737e-06,-2.886381480493583e-07,-9.664297522249399e-07,-1.1805065241787815e-05,1.4877737157803494e-05,-2.9382681532297283e-07,1.0873432074731681e-05,-5.53302425032598e-06
3.438348812778713e-06,1.0032051250163931e-05,-6.49387038720306e-06,-1.1635354439931689e-06,-4.636140147340484e-07,1.164065452030627e-05,-2.3568679353047628e-05,1.651090497034602e-05,7.068312015690026e-06,-1.8765837012324482e-05,-4.3449872464407235e-06,-4.968624125467613e-07,5.750519449065905e-06,5.4483592748511e-06,-6.418949851649813e-06,5.052616415923694e-06,-6.464319994847756e-06,-2.528498043830041e-06,5.767385573562933e-06
-1.5814513062650803e-05,-1.8404597312837723e-07,-9.996736707762466e-06,-6.2552080635214224e-06,-1.6794554539956152e-05,2.4290411374749965e-05,-4.845809417020064e-05,6.743074663972948e-05,5.3892642881692154e-06,-3.692295990731509e-06,5.6970384321175516e-05,-1.2404475342009391e-05,-6.903854000483989e-06,-1.2255349929546355e-05,-1.745836743793916e-05,1.3990212664793944e-05,-9.398794190929038e-06,3.5986062130177743e-06,-1.2053335922246333e-05
-6.820717089794925e-06,3.156171061391433e-06,-8.272942977782805e-06,-8.830506715185038e-06,-8.582605914853048e-06,7.474003723473288e-06,-3.1879902962828055e-05,3.60529484169092e-05,3.100048104442976e-06,1.7941340047400445e-05,3.0303525363706285e-05,-2.955448508146219e-07,-1.74484875969938e-06,-2.048700935119996e-06,-1.6267329556285404e-05,1.9598692233557813e-06,-8.730766239750665e-06,-4.126387466385495e-06,-2.3876542627476738e-06
-1.093266959628636e-05,8.350923167199653e-06,-2.272249275847571e-06,-2.9573516924230603e-07,-1.3589366460564634e-05,1.916159817483276e-05,-4.379367055662442e-05,3.159227708238177e-05,5.707749551220331e-06,-9.758818123373203e-06,2.0006891190860188e-05,-2.0675300049788348e-06,3.6413489397091325e-06,2.904420796312479e-06,-1.6973089032035205e-05,8.666797441492236e-06,-8.644808985991403e-06,6.319770818663528e-06,1.976161684069666e-06
-1.0444245617691195e-05,1.0461225841140731e-07,-2.6839200586437073e-06,4.597130214278877e-06,-1.5485030871786876e-05,1.4001884210301796e-05,-3.8674467305099824e-05,4.873491096191174e-05,-9.008818324218737e-06,-5.553717983275419e-06,3.6773418287339155e-05,-6.433489545543125e-06,5.60584339837078e-07,-7.470317314073327e-06,-1.9478027297736844e-05,1.7772240084923396e-05,-1.05967856143252e-05,9.65960157373047e-06,-6.3755637711437885e-06
-5.77174932914204e-06,2.2425751353694068e-06,2.477529960742686e-06,2.782321644190233e-07,-1.4785355347157747e-05,5.4083711802377366e-06,-3.8084507650637534e-05,3.6164662560622673e-05,-4.026465830975212e-06,-1.6656177194818156e-05,2.7035625407734187e-05,3.3322654644507566e-06,1.5913678907963913e-06,1.545098129440703e-06,-1.1419939937695744e-05,7.688986443099566e-06,3.7701443034166005e-07,1.405458533554338e-06,1.1970105333602987e-06
-8.16889587440528e-06,9.1846168857046e-06,-1.1773159485528595e-05,-7.507096583481143e-06,-1.2212913702569494e-05,2.2900348994880915e-05,-5.489725185725547e-05,6.182866729886882e-05,7.91477827988274e-06,-1.249113029189175e-05,4.256777901900932e-05,-6.816241921114852e-06,3.0106389203865547e-07,3.694694896694273e-07,-2.3347281057795044e-05,8.936577614804264e-06,-1.3914270766690606e-05,-4.563813519098403e-06,1.6887572655832628e-06
-1.5115772015406037e-05,1.6103152574942214e-05,-1.3328059139894322e-05,-1.9798039829765912e-06,-2.4382619017160323e-05,2.9723596526309848e-05,-7.478268867089355e-05,7.466391571142594e-05,8.39825361254043e-06,-1.6290613530145492e-05,6.047459555702517e-05,-1.1128195183118805e-05,6.348914610043721e-06,1.9723574951058254e-07,-4.24482525431813e-05,2.010175865052588e-05,-2.591288694020477e-05,7.4011593369505135e-06,1.9563080400075705e-06
-6.131715508672642e-06,7.515661025081499e-06,-8.548859113943763e-06,-1.4101542546995915e-06,-9.588199191057356e-06,7.13690360498731e-06,-4.337666177889332e-05,4.472631735552568e-05,8.848985430631728e-06,-9.178331310977228e-06,3.393912629690021e-05,-4.811836106455303e-06,1.0956265441564028e-06,-1.451684852327162e-06,-2.2637796973867808e-05,1.0516036013541452e-05,-1.2761371863234672e-05,4.566411917039659e-06,1.5515413736011396e-06
3.4705406051216414e-06,1.3649338143295608e-05,-1.583455832587788e-05,-3.0632238576799864e-06,8.46586044644937e-06,8.982500730780885e-06,-2.9573704523500055e-05,2.2639811504632235e-05,1.05290200735908e-05,-3.4354921808699146e-05,2.9145907319616526e-05,-4.2200485950161237e-07,-6.358473001455422e-07,2.20240008275141e-06,2.555545506766066e-06,5.389898433350027e-06,-1.6298513401125092e-05,-1.285207304135838e-05,6.004026772643556e-06
-5.95134872583003e-06,1.0309326853530365e-05,-2.6518647246120963e-05,-1.6236708688666113e-05,-4.553519147521001e-06,2.8029182431055233e-05,-3.8316245991154574e-05,5.4888002523512114e-05,1.3011228929826757e-05,-9.406821618540562e-06,4.2901814595097676e-05,-7.65904042054899e-06,9.387563295604195e-07,-3.4823410715034697e-06,-2.198949596277089e-05,6.700934250147839e-06,-2.340422088309424e-05,2.068630237772595e-06,-1.3294867358126794e-06
-8.784526244198787e-07,1.9683245682244888e-06,3.034425844816724e-06,-7.366105592154781e-06,-1.7561327240400715e-05,3.382511658855947e-05,-2.9978766633576015e-05,2.045925157290185e-05,-1.4831366797807277e-05,-3.6908717447659e-05,6.337390516364394e-06,-4.102559842067421e-06,4.321014785091393e-06,3.356598199388827e-06,1.4183560779201798e-06,1.3506156165021821e-05,1.188255168926844e-06,1.0194598871748894e-06,2.119294640579028e-05
-3.4602024243213236e-05,1.7277886513511476e-05,-3.5600724004325457e-06,2.048484520855709e-05,-3.064718657697085e-05,4.476903995964676e-05,-3.737273846127209e-05,2.98522290904657e-05,3.463783286861144e-06,-1.299674840993248e-05,3.052250804103096e-05,-3.4152178159274627e-05,2.1438391570427484e-05,-4.7043085942277685e-06,-4.512676423473749e-05,3.856464354612399e-05,-3.17755338983261e-05,3.85237894988677e-05,-9.959558894934162e-06
-2.2295585040410515e-05,6.945953828108031e-06,3.7702350255131023e-06,1.9755653738684487e-05,-2.6959046408592258e-05,7.916755635051231e-06,-7.245193046401255e-06,2.6869744033319876e-05,-1.5439364233316155e-05,-5.901551048737019e-06,1.350737318261963e-05,-3.509520502120722e-05,7.17090711077617e-06,-8.952717507781927e-06,-7.155198318287148e-06,3.297769853816135e-05,-8.318205800605938e-06,2.8994543754379265e-05,-1.054679728440533e-05
-1.1134351098007755e-05,2.9869625564060698e-06,3.158159188387799e-06,1.3074611615593312e-05,-1.3647614650835749e-05,4.446707180250087e-07,-1.632545342999947e-05,1.3955421309219673e-05,-5.728777978220023e-06,-5.498371251633216e-06,8.002471076906659e-06,-8.056873866735259e-06,8.154987483521836e-06,3.64516426998307e-06,-1.822147078200942e-05,1.5290987903426867e-05,-7.94334937381791e-06,1.810551930248039e-05,-2.626911737024784e-07
-9.592186188456253e-06,9.814274335440132e-06,3.963078597735148e-06,1.3757286978943739e-05,-2.7084209705208195e-05,1.998553671000991e-06,-2.8847192879766226e-05,1.6367952412110753e-05,-1.8788732631946914e-05,-2.967511500173714e-05,2.0239567675162107e-06,4.761021159538359e-07,1.4215646160664619e-05,7.77935656515183e-06,-5.716146915801801e-06,2.15375830521225e-05,2.3958355086506344e-06,2.087939174089115e-05,4.494569111557212e-06
-4.03527292291983e-06,1.0570569884293946e-05,-2.0573727852024604e-05,-1.3355823284655344e-05,2.391019279457396e-06,1.1146579709020443e-05,-2.0809118268516613e-05,4.067798454343574e-05,1.5799673690253258e-05,7.226095476653427e-06,3.399310298846103e-05,-9.284172392654e-06,3.6093706512474455e-07,-3.3180203899974003e-06,-2.0376754491735483e-05,3.6721908145409543e-06,-2.3556976046279487e-05,-8.436970347247552e-06,-2.0913197431582375e-06
-6.436682724597631e-06,2.7160776312484813e-06,-3.976768368829653e-06,-2.522513568692375e-06,-6.359475491990452e-06,6.1639948398806155e-06,-1.7000465504679596e-05,3.347868459968595e-05,-7.181165528891142e-07,-5.073206921224482e-07,1.9149543618368625e-05,-4.574082140607061e-06,-3.149875624330889e-06,-2.6967844632963534e-06,-8.10615608770604e-06,6.036865784153633e-06,-5.812233212054707e-06,-1.7304558923569857e-06,-3.954236717618187e-06
-1.1563761290744878e-06,8.487779496135772e-06,1.4765464584343135e-06,5.833024715684587e-06,-1.2989218703296501e-05,1.0739896197264898e-05,-4.0389917558059096e-05,2.6802195634445525e-05,1.779735612217337e-07,-2.4764458430581726e-05,5.0223588914377615e-06,5.204804665481788e-06,7.158275479923759e-06,6.1849492567489506e-06,-1.538643618914648e-05,1.009084917313885e-05,-3.172809556417633e-06,5.503631655301433e-06,5.1769320634775795e-06
-2.197611775045516e-05,1.5740273738629185e-05,-1.128992244048277e-05,-3.91448679692985e-06,-2.9543097043838173e-05,5.2303944357845467e-05,-0.00012331951438682154,0.00012421160863596015,1.0260057024424896e-05,-3.2648567866999656e-05,8.160773404597421e-05,-1.6351107660739217e-05,3.6486799217527732e-06,-6.222987394721713e-06,-4.9326512453262694e-05,2.61379254880012e-05,-2.2536427422892302e-05,8.106194400170352e-06,-4.887687282462139e-06
-6.971783932385733e-06,-1.2502769095590338e-06,5.502282647285028e-06,3.295064232133882e-06,-1.2418104915923323e-05,8.74347503554418e-06,-2.2999568045634078e-05,1.966155286936555e-05,-3.5242373996879905e-06,-1.6095131286419928e-05,1.299626183026703e-05,3.7242907637846656e-06,5.014249836676754e-06,5.5920154409250244e-06,-6.969853757254896e-06,1.6881124338397058e-06,2.364137571930769e-06,-3.466401494733873e-07,1.994155354623217e-06
-9.05809247342404e-06,1.5163608168222709e-05,-2.289476014993852e-06,1.7950835626834305e-06,-2.841575951606501e-05,4.023006022180198e-05,-0.00010666538829440242,9.234364438270859e-05,4.223368250677595e-06,-5.879942727915477e-05,2.825434984288222e-05,1.5078758224262856e-06,6.540587492054328e-06,6.210727406141814e-06,-2.8443613700801507e-05,2.584402773209149e-05,-6.908101113367593e-06,1.2473461083573056e-05,5.993072591081727e-06
-2.120571025443496e-06,9.396131872563274e-07,-4.122751306567807e-06,-2.9166958483983763e-06,-3.2778083323137253e-06,1.3936230743638589e-05,-1.433764327885001e-05,2.1537620341405272e-05,8.522620191797614e-07,-7.071907020872459e-06,9.43423219723627e-06,-3.784409727813909e-06,1.0575104170129634e-07,-1.0248959370073862e-06,-3.0757782951695845e-06,4.465737152514748e-06,-5.435469574877061e-06,-1.7900792954606004e-06,-2.3134389266488142e-06
-5.243938403509674e-07,1.2640165607535891e-06,-2.2723409074387746e-06,-1.3758863133261912e-06,1.0111762094311416e-07,3.3468290894234087e-06,-9.053613212017808e-06,8.610264558228664e-06,1.1918765494556283e-06,-2.9982711566844955e-06,5.060728653916158e-06,-1.496555341873318e-07,1.3345179468160495e-06,-1.9581428318815597e-06,-2.6728259285846434e-06,2.3858917757024756e-06,-3.2271077543555293e-06,1.9213975974707864e-06,-9.844024475569313e-07
-2.3954315793162095e-06,-2.74333200422916e-06,2.8428910354705295e-06,3.2073494367068633e-06,-6.724918193867779e-06,-2.0668148863478564e-06,-9.45639840210788e-06,1.4758964084649051e-05,-5.719578894058941e-06,-4.886660462943837e-06,7.415189656967414e-06,1.8376872503722552e-06,2.51013261731714e-07,-1.0924636626441497e-06,-2.7643522173548263e-06,5.189340527067543e-06,2.4828591449477244e-07,3.522033338754227e-06,-1.4228035070118494e-06
-9.254514907297562e-06,3.5975012622202485e-06,-3.2708155686123064e-06,3.670605565275764e-06,-1.199506251836624e-05,2.057125607279886e-05,-3.42725875270844e-05,3.144064442039962e-05,3.818797537746832e-06,2.0189622773614246e-07,2.6421862912684446e-05,-6.130307610874297e-06,1.4550946616509464e-06,9.500040505372453e-07,-1.9505964701238554e-05,5.741306722484296e-06,-8.47846015972209e-06,-1.8680871107790153e-06,-3.0931655601307284e-06
-1.4428569556912407e-06,4.167267547927622e-06,1.5265904949046671e-06,1.8186017314292258e-06,-7.040450100248563e-06,3.212649062334094e-06,-2.124286288562871e-05,1.078125603726221e-05,-2.123319973179605e-06,-1.595742310200876e-05,7.50632455037703e-06,2.8831161671405425e-06,4.483461339077621e-06,2.869552417905652e-06,-5.387986220739549e-06,7.759299364806793e-06,5.059164323029108e-07,2.5094911961787147e-06,3.1713746579953295e-06
-2.086353561026044e-06,9.799821782507934e-06,-5.099721192891593e-06,-4.720907782029826e-06,-3.4698905437835492e-06,1.5049772002839745e-05,-3.909332008333877e-05,3.9602775359526277e-05,1.0400771770946449e-05,-2.1195794488448882e-05,5.880156095372513e-06,-2.496957904440933e-06,2.5411610238279536e-06,2.1237019609543495e-07,-1.0785481663333485e-05,1.3461895832733717e-05,-7.763816483929986e-06,-7.708258209504493e-07,5.343450766304159e-07
-3.916996281994045e-06,1.7270527678192593e-05,-1.2295671467654756e-05,-5.918154329265235e-06,-5.067697657068493e-06,3.128210801150999e-05,-6.152668856884702e-05,5.172374790163303e-05,1.5716910866103717e-05,-2.9558121241279878e-05,2.779770875349641e-05,-8.522965345036937e-06,3.372044830030063e-06,7.954049578984268e-07,-2.473668791935779e-05,1.414930920873303e-05,-1.767059211488231e-05,1.6856211004778743e-06,5.4201930197450565e-06
-2.4830963411659468e-05,1.8162740161642432e-05,-1.2383341527311131e-05,4.677399374486413e-06,-4.8295119995600544e-05,5.2188017434673384e-05,-0.0001493303498136811,0.0001580456955707632,-1.1720708243956324e-06,-5.911464086238993e-05,9.166230302071199e-05,-1.8096162534675386e-05,1.2335742212599143e-05,-1.268520009034546e-07,-5.367192170524504e-05,4.8707970563555136e-05,-2.6929572413791902e-05,1.1806587281171232e-05,-3.6354618373479752e-06
-2.7959422368439846e-06,7.414191713905893e-06,9.108538961299928e-06,1.1766662737500155e-05,-1.9371111193322577e-05,8.625069312984124e-06,-4.49024373665452e-05,4.442536010174081e-05,-7.471695880667539e-06,-4.781429743161425e-05,-1.252050424227491e-05,3.620697384576488e-06,5.442578185466118e-06,4.085820819454966e-06,-7.66744778957218e-06,2.4974193365778774e-05,4.586926252159174e-06,1.6049290024966467e-05,2.444107963128772e-06
-9.545618240736076e-06,2.045467778089005e-05,-1.425514437869424e-05,-2.7587493605096824e-06,-2.4297008849316626e-05,3.72593078736827e-05,-9.687461442808853e-05,9.789792397896235e-05,1.2430512015271233e-05,-6.05305986454141e-05,2.8443103389008684e-05,-1.253233858733438e-05,1.2018635288768564e-05,2.0871838444236346e-06,-3.39712827042149e-05,3.49545964581921e-05,-1.824307400966063e-05,2.24486029765103e-05,5.013886038796045e-06
2.5120074269580073e-06,5.1475151394697605e-06,-3.0696587600687053e-06,-1.0940912034129724e-06,9.0182129497407e-07,1.834969918945717e-05,-2.1914838725933805e-05,1.0416510122013278e-05,6.802355756008183e-06,-1.7272066543227993e-05,-9.383802535012364e-07,-1.1336396710248664e-07,1.1210750017198734e-06,2.863362624339061e-06,-8.2993592513958e-06,4.474151864997111e-06,-2.792252701055986e-06,7.578537406516261e-07,2.1476601830272557e-06
-1.744265409797663e-05,1.466370531488792e-05,-1.583047060194076e-05,-2.8344722977635683e-06,-1.887798248390027e-05,3.545756408129819e-05,-8.140540558088105e-05,8.634077130409423e-05,8.855229680193588e-06,-1.183504127766355e-05,6.090437000239035e-05,-1.0594737275937405e-05,9.24089135878603e-07,-3.754514978027146e-06,-3.862114954245044e-05,2.0161201291557518e-05,-2.6546159460849594e-05,1.7923432551469887e-06,-1.3566880880944154e-06
-9.050752851180732e-06,2.2028507373761386e-06,-4.316976628615521e-06,-1.4651704987045377e-06,-8.38391042634612e-06,9.50353751250077e-06,-2.3247812350746244e-05,3.226006083423272e-05,-2.7570499696594197e-06,-1.4734737305843737e-06,2.9222566809039563e-05,-6.338387493087794e-06,4.2895722174307593e-07,-2.1289138203428593e-06,-1.3958893759991042e-05,7.1194235715665855e-06,-9.309290362580214e-06,6.146383299210356e-06,-4.453141968951968e-06
-3.4066974876623135e-06,8.12930829852121e-06,-7.750708164167008e-06,-5.110684128339926e-06,-1.0665486115613021e-05,1.7696881513984408e-05,-3.5477831829666684e-05,3.8444468373199925e-05,5.195139237912372e-06,-9.70434558666966e-06,2.3703250462858705e-05,-4.434263246366754e-06,1.2138086731283693e-06,2.51402616413543e-06,-1.8216224816569593e-05,7.499835646740394e-06,-1.0389682756795082e-05,-1.7800160776459961e-06,2.5392214411112946e-06
-1.092493585019838e-05,4.11987002735259e-06,-6.483304332505213e-06,-3.890676282480854e-06,-1.1418567737564445e-05,1.996375431190245e-05,-4.823737981496379e-05,6.63703540340066e-05,5.7589692090687095e-06,-1.1645021004369482e-05,3.300373828096781e-05,-1.0800363270391244e-05,-2.572291975866392e-06,-5.473492919350065e-06,-1.8663713490241207e-05,1.5474657629965805e-05,-1.2009312513328041e-05,2.814344952639658e-06,-5.386632210502285e-06
2.2908625396667048e-07,7.87715316619142e-06,-1.1286565495538525e-06,-3.005677399414708e-06,-4.044441084261052e-06,1.1224530680919997e-05,-2.8314585506450385e-05,2.8348269552225247e-05,4.231048706060392e-06,-2.2593945686821826e-05,-1.976808562176302e-06,2.860401878024277e-06,3.2970437473522907e-06,2.2671392798656598e-06,-7.985941920196638e-06,4.923082087771036e-06,-1.7519923858344555e-06,2.9748571250820532e-06,2.569432126620086e-06
-1.461428331595016e-05,1.0149875379283912e-05,-1.7675442336440028e-06,7.812569265297498e-06,-2.221052659479028e-05,2.426871196803404e-05,-6.596005005121697e-05,6.797512082812318e-05,-1.7877204641081335e-06,-3.229419235140085e-05,2.6954491886499454e-05,-6.72598798701074e-06,6.851207672298187e-06,3.537080829119077e-06,-2.411722607575939e-05,2.1267649344736128e-05,-1.0713689562180662e-05,9.861279067990836e-06,1.5132313819776755e-06
-2.3780163132869347e-05,1.8467392692400608e-05,-1.487210442974174e-05,-7.178410669439472e-06,-3.729382433448336e-05,4.955789881933015e-05,-0.00013641625992022455,0.00014815787540101155,7.202825827334891e-06,-4.4102842366555706e-05,8.137472377711674e-05,-1.3395028190643643e-05,2.879079147533048e-06,-5.852768936165376e-06,-5.0898994459203095e-05,4.0505083234165795e-05,-2.423934392936644e-05,1.4590803402825259e-05,-4.705947503680363e-06
-6.741835477441782e-06,5.8492005337029696e-06,-4.8446390792378224e-06,-1.7508154996903613e-06,-1.0854745141841704e-05,1.1378559065633453e-05,-4.26299411628861e-05,4.2923405999317765e-05,8.41749624669319e-07,-2.037512240349315e-05,2.161338306905236e-05,-1.122319474688993e-06,8.897168299881741e-07,1.1434367479523644e-06,-1.0731044312706217e-05,1.508077093603788e-05,-6.36062623016187e-06,6.1781133808835875e-06,-4.872499630437233e-07
-1.3103413039061707e-05,7.577751830467605e-06,-1.5691996850364376e-05,-3.763030719028393e-06,-1.5448341855517356e-05,1.7121078144555213e-05,-5.047678359915153e-05,6.426704220530155e-05,5.899812322240905e-06,-9.117158128901792e-06,4.784258510426298e-05,-1.009561492537614e-05,-3.579336862458149e-06,-7.277629435975541e-06,-2.0846886627623462e-05,1.8636734353094653e-05,-1.230045802458335e-05,7.318299481084978e-06,-6.962654651943012e-06
-1.3179204188418225e-05,1.1055316690544714e-05,-4.915874342259485e-06,-1.3485416729963617e-06,-2.2908787286723964e-05,3.204042423021747e-05,-7.982012357388157e-05,8.241679461207241e-05,4.614328759089403e-06,-3.6110645851294976e-05,3.550112705852371e-05,-4.665199753617344e-06,4.467102030503156e-06,5.675889127587652e-07,-2.7191531444259454e-05,2.3606542072229786e-05,-1.1368178320481093e-05,9.245110277333879e-06,-2.006248593033888e-06
-9.209961717715487e-07,3.0117012101982255e-06,-4.267832082405221e-06,4.901812644675374e-08,-9.433997547603212e-07,5.011109294628113e-06,-1.1779040505643934e-05,1.348033401882276e-05,3.035831412034895e-06,-1.2313339539105073e-06,8.297988642880227e-06,-3.9670017031312454e-06,4.125581654079724e-07,-6.007844604027923e-07,-6.178700459713582e-06,2.666740329004824e-06,-5.251131824479671e-06,-8.969048224116705e-07,7.184428341133753e-08
-1.079274306903244e-05,7.122933766368078e-06,-1.1976241992783798e-05,-5.218658884587057e-06,-1.7346954336971976e-05,2.723933084780583e-05,-6.189623672980815e-05,8.525474004272837e-05,5.716803798350156e-06,-1.996257560676895e-05,4.0462105516780866e-05,-1.101349289456266e-05,-5.566416803048924e-06,-7.1732511059963144e-06,-2.4301811208715662e-05,2.2666149561700877e-05,-1.3428653801383916e-05,6.059151928639039e-06,-5.84418376092799e-06
-8.96148043239009e-06,1.6234852296292956e-05,-1.644617418605776e-05,-2.868880983442068e-06,-1.4327040844364092e-05,2.695027069421485e-05,-6.855585525045171e-05,7.090092640282819e-05,7.756643185530265e-06,-2.6647663617040962e-05,3.6844236092292704e-05,-8.886674095265334e-06,5.013656846131198e-06,-2.327959919057321e-06,-2.741801927186316e-05,2.264298518639407e-05,-1.8569176972960122e-05,8.39403921304438e-06,2.71317162514606e-07
-3.477890800240857e-06,6.72988153382903e-06,-9.161653451883467e-06,-2.0443976040951384e-06,-5.809971298731398e-06,1.7032054870469437e-05,-3.9346803532680497e-05,3.848643245873973e-05,7.712595561315538e-06,-1.3673787179868668e-05,1.7093558653868968e-05,-6.484212690338609e-06,8.427487045992166e-07,-2.7968271751888096e-06,-1.530928238935303e-05,1.2071292758264462e-05,-9.411107839696342e-06,7.458629397660843e-06,8.87398527993355e-08
-4.182172233413439e-06,8.443566912319511e-08,-1.4431371255341219e-05,-1.1402247142910937e-05,2.0368077002785867e-06,1.4948683428883669e-05,-3.2632478905725293e-06,9.70044311543461e-06,7.023019975349598e-06,2.7078144739789423e-05,3.4036369470413774e-05,-7.86211933245795e-06,-2.889604729716666e-06,-3.184641172992997e-06,-1.6734037217247533e-05,-7.478820421624732e-06,-1.54574440784927e-05,-6.4643054429325275e-06,-1.557892574055586e-06
3.060707967961207e-06,7.174756461836296e-06,7.473258960999374e-06,9.92967352431151e-06,-7.006917257967871e-06,1.9942863218602724e-06,-2.1836520318174735e-05,9.161030902760103e-06,-2.012652203120524e-06,-3.525630381773226e-05,-2.1662456219928572e-05,8.031177458178718e-06,7.984168178154505e-06,7.320629265450407e-06,-7.418884706567042e-07,6.3851145455373626e-06,4.570043529383838e-06,8.495640486216871e-06,6.936253001299519e-06
-1.7138581824838184e-06,8.627920578874182e-06,-3.944799118471565e-06,-1.72412910615094e-06,-6.608735020563472e-06,1.6544256595807383e-05,-3.3516542316647246e-05,3.606553582358174e-05,5.55597034690436e-06,-1.9689963664859533e-05,8.817618891043821e-06,-5.2803391099587316e-06,4.428654847288271e-06,-6.483583092631306e-07,-1.2806964150513522e-05,1.07164669316262e-05,-7.312487696253811e-06,2.1591977201751433e-06,3.3055584935937077e-07
-3.0501646506309044e-06,1.9306262402096763e-06,-1.4009347069077194e-06,1.09024767880328e-07,-5.990649697196204e-06,3.816208391071996e-06,-1.3296619727043435e-05,1.336607056146022e-05,-4.233960680721793e-06,-9.564140782458708e-06,1.0380166713730432e-05,-2.3864658942329697e-06,3.91612047678791e-06,1.6365002011298202e-06,-5.105473519506631e-06,6.542952178278938e-06,-1.8491887203708757e-06,4.863930371357128e-06,3.1599302019458264e-07
-9.83443570135023e-06,1.1313725508443895e-05,1.57368699547078e-05,2.0585830952768447e-05,-2.9064174668747e-05,1.953236051122076e-05,-9.283277449867455e-05,5.924692777625751e-05,-1.0134721378562972e-05,-5.8924025324813556e-05,4.725068720290437e-06,3.487295089144027e-06,1.3737184872297803e-05,8.765099437368917e-06,-1.986887923521863e-05,2.8231183932803106e-05,3.828263288596645e-06,2.6863762286666315e-05,4.605442541105731e-06
-1.866057573352009e-06,6.602153916901443e-06,-3.072944764426211e-06,-1.5120658645173535e-06,-4.829254976357333e-06,1.2902833987027407e-05,-2.8855050913989544e-05,2.0820014469791204e-05,2.3257016437128186e-06,-9.644627425586805e-06,7.871240086387843e-06,-3.2395095104220673e-06,3.22853429679526e-06,1.6262138160527684e-06,-1.2249800420249812e-05,8.877284926711582e-06,-5.172289093025029e-06,4.647955393011216e-06,1.5396717572002672e-06
-1.7315716718258045e-06,2.0045661131007364e-06,-6.230211511137895e-06,-2.2898902898305096e-06,-1.2377695384202525e-06,1.355987592432939e-06,-1.1059957614634186e-05,1.817961674532853e-05,4.068512680532876e-06,2.350405338802375e-06,1.6523339581908658e-05,-7.693617135373643e-06,-3.1446513730770675e-06,-1.4022564300830709e-06,-7.004778808550327e-06,4.7291896407841705e-06,-6.316783583315555e-06,8.798815542832017e-08,-1.1881161299243104e-06
-1.7483936062490102e-05,-1.5951513887557667e-06,1.545808117953129e-05,1.1584613957893453e-05,-2.9737158001807984e-05,1.2168361561926133e-05,-5.2325791330076754e-05,5.365725155570544e-05,-1.7553205339027045e-05,-2.796910894176108e-05,1.84864211405511e-05,-3.785690751101356e-06,6.052402795830858e-06,-2.4565370893014915e-06,-8.527701083949069e-06,2.128900905518094e-05,8.052679731918033e-06,1.9747283886317746e-05,-5.061827863528379e-06
-1.9863302668454708e-05,1.4452639334194828e-05,1.1210220236534951e-05,2.3243997020472307e-05,-4.3838287638209295e-05,3.884260740960599e-05,-0.00012649923337448854,0.00011260363180554123,-8.174817594408523e-06,-6.96313480830213e-05,3.0125533157843165e-05,-3.1412680527864723e-06,8.188946594600566e-06,6.468258618497202e-06,-3.603582899813773e-05,4.1001547970154206e-05,-4.707263769887504e-06,2.3105896616471e-05,2.6480669248485356e-06
-1.676923193372204e-05,2.0951612896169536e-05,-2.1024820853199344e-05,-7.290090707101626e-06,-2.8669313905993477e-05,5.438027346826857e-05,-0.00012326197611400858,0.00011835967598017305,1.2495660939748632e-05,-3.156504817525274e-05,7.129026380425785e-05,-1.5044166502775624e-05,4.877906121691922e-06,-7.104780479494366e-07,-5.0348389777354896e-05,3.221953920728993e-05,-2.9374699806794524e-05,8.638610893285659e-06,8.446776291748392e-07
-5.6587155086162966e-06,-2.6735849587566918e-06,-4.420306140673347e-06,-9.995796972361859e-07,-3.850717348541366e-06,5.961075657978654e-06,-1.4686680515296757e-05,2.1729578293161467e-05,-2.700025106605608e-06,7.225463150462019e-06,2.9182174330344424e-05,-4.352220003056573e-06,-5.244545889127039e-06,-6.117763291513256e-06,-6.331455551844556e-06,2.80319363810122e-06,-2.5528797777951695e-06,-1.710454853309784e-06,-5.602554622896605e-06
