Cz,F7,F8,Fp1,Fp2,O1,O2,P7,P8,T7,T8,Cpz
7.712266096859821e-06,-4.617578883880924e-05,4.647427090276324e-05,1.3099452189635485e-07,3.344077686051605e-05,-4.932199544782634e-06,4.960326350555988e-06,-2.419013162580086e-05,1.0642182132869493e-05,-2.9903176255174913e-05,1.6272307675535558e-05,-1.4431832596528693e-05
8.242582197226511e-06,-4.259630441083573e-05,6.854848106740974e-05,4.849220204050653e-06,5.314570080372505e-05,-2.6102732590516098e-05,-9.054225301952101e-06,-3.346156336192507e-05,7.677763051106012e-06,-2.972337188111851e-05,2.0963453607691918e-05,-2.2489002617476217e-05
1.608799584573717e-05,-2.5849914891296066e-05,3.355336230015382e-05,1.1536642432474764e-05,2.9907148928032257e-05,-2.0585378933901666e-05,-2.23138404180645e-05,-2.2065278244554065e-05,-1.5861239148762252e-06,-1.7444928744225763e-05,1.727746166579891e-05,1.4828583516646177e-06
-4.276265826774761e-06,-9.291839796787826e-05,8.868020995578263e-05,-2.8815909900004044e-05,2.8777230909327045e-05,1.0542148629610892e-06,9.971606004910427e-06,4.243538569426164e-07,1.2160483493062202e-05,-2.323468288523145e-05,3.3683894798741676e-05,-2.5506744236736267e-05
2.103036217704357e-05,-0.0001090573950932594,0.0001200864271595492,-5.752049833063211e-05,1.7496368855063338e-05,6.089945827625343e-06,1.3753272757099921e-05,-1.0659402960300213e-05,1.584063238624367e-05,-3.277499672549311e-05,3.542739466411149e-05,-1.9712108837666165e-05
8.940362931753043e-06,-5.9817468354594894e-05,5.294369975672453e-05,-2.583043396953144e-05,2.27579478178086e-05,1.2904793038615026e-06,1.4172587270877557e-05,-5.713523933081888e-06,1.2983894521312322e-05,-2.5089513712828193e-05,1.5757359278723015e-05,-1.2395392275266204e-05
2.298636400155374e-05,-3.4636495911399834e-05,1.4836339687462896e-05,-1.4795829429203877e-05,5.038206836616155e-06,6.890099939482752e-07,1.5124538549571298e-05,-1.434862178939511e-05,1.7007023757287243e-05,-2.9469220635292004e-05,1.7129643140378903e-05,4.390449248603545e-07
-2.5766148610273376e-06,-5.0679365813266486e-05,5.71163727727253e-05,-3.171653406752739e-05,1.0472132998984307e-05,-2.2939627797313733e-07,-4.100510750504327e-06,4.0142763282347005e-06,3.246070718887495e-06,-7.114995241863653e-07,1.3241669876151718e-05,1.9233948478358798e-06
2.1335857571358474e-05,-9.491041237197351e-05,8.39404201542493e-05,-4.910814641334582e-05,1.538769902253989e-05,5.031412257494594e-06,8.804745334600739e-06,-3.3343530958518386e-06,2.0011738058656192e-05,-2.7900206077902112e-05,2.503280575183453e-05,-4.291559889679775e-06
6.932888254596037e-06,-2.663784925971413e-05,2.8665194079735556e-05,-1.2816557500627823e-05,1.0463190392329125e-05,-4.527886833471939e-06,-9.307113941758871e-07,-7.189904977167316e-06,5.1344028406674624e-06,-8.928583383749356e-06,1.3399404053870967e-05,-3.5635853237181436e-06
3.4624399631866254e-06,-2.883556589949876e-05,4.0038257793639787e-05,-1.2761308425979223e-05,1.5871532013989054e-05,-7.605868972859753e-06,-1.1861620805575512e-06,-1.2970035186299356e-05,8.644624131193268e-06,-1.3660273452842375e-05,1.458073393223458e-05,-5.57837802261929e-06
1.2056591231157654e-05,-2.8025593564962037e-05,2.1384254068834707e-05,-3.699279113789089e-05,-2.0775467419298366e-05,8.04703995527234e-06,6.5663109580782475e-06,5.21405218023574e-06,8.071171350820805e-06,4.3343970901332796e-07,1.2349966937108547e-05,1.1671027095871978e-05
7.191042413978721e-06,-2.430050244583981e-05,5.9418107412057e-05,1.4898294466547668e-05,4.5501637941924855e-05,-2.88126298073621e-05,-2.0886975107714534e-05,-2.928995127149392e-05,-8.204501924069518e-06,-2.3655751647311263e-05,1.3874150170067878e-05,-5.732918907597195e-06
6.584483003280184e-06,-5.342600434232736e-05,3.800907597906189e-05,-1.0094372555613518e-05,1.8565004779702576e-05,7.877724783611484e-07,1.3179605957702734e-06,2.469536639182479e-06,1.6954189050011337e-05,-2.8961127100046724e-05,1.86662755368161e-05,-1.0872793609451037e-05
-1.710517926767352e-05,-0.00010608677803247701,0.00011456815627752803,-2.086500421683013e-05,4.615258887952223e-05,-1.7821494111558422e-06,5.552131028707663e-06,-6.915216545166913e-06,2.5121297085206606e-05,-4.343316146560028e-05,3.9549464418087155e-05,-3.475614539638627e-05
-6.9689358497271314e-06,-3.782417479669675e-05,3.322331031085923e-05,-2.842287790372211e-05,-4.149478627368808e-06,9.07522098714253e-06,9.325266091764206e-06,5.6717008192208596e-06,1.5355010759776633e-05,-1.5664409147575498e-06,2.0163619410595857e-05,-1.3882211533200461e-05
8.851524398778565e-06,-9.85171882348368e-05,0.00010778767318697646,-2.1319446204870474e-05,4.610712676367257e-05,-7.76391811996291e-06,2.2807457753515337e-06,-1.6047304143285146e-05,1.2837120721087558e-05,-4.531193644652376e-05,2.9612980142701417e-05,-1.851737852121005e-05
-3.9783183183317306e-06,-7.663747601327486e-05,9.734410559758544e-05,6.943854714336339e-06,6.24716321908636e-05,-1.2052709507770487e-05,-1.500992766523268e-05,-1.8757275711323018e-05,2.4707739498808223e-06,-3.957188437198056e-05,1.248491298611043e-05,-1.5707690181443468e-05
-1.1286392918918864e-05,-2.7477590833768772e-05,3.428125364735024e-05,5.104971023683902e-06,2.528450636418711e-05,-5.758148290624376e-06,-1.9740923562494572e-06,-7.061575615807669e-06,5.620251158688916e-06,-1.248219655280991e-05,9.14701968213194e-06,-1.339800473942887e-05
8.421977327088825e-06,-3.9728554838802665e-05,3.944436957681319e-05,-8.723088285478298e-06,2.189697397625423e-05,-8.086028628895292e-07,-5.449232958198991e-07,-4.991375135432463e-06,-1.2028230607086243e-06,-1.8643756448000204e-05,6.145229008325259e-06,-1.2654268175538164e-06
3.0707360565429553e-07,-3.094123985647457e-05,5.144685155755724e-05,1.0323850801796652e-05,3.488149343411351e-05,-5.489677960213157e-06,-8.885369879862992e-06,-9.811689324124018e-06,-7.90443186815537e-06,-2.547216126913554e-05,2.5415866957700928e-06,-1.0996285936926142e-05
3.84631266570068e-06,-2.3105577611204353e-05,2.373994266235968e-05,9.827863323152997e-07,1.5574664757878054e-05,-6.790223125108241e-06,5.657804692305035e-06,-1.051518484018743e-05,3.028475845212597e-06,-1.2003812116745394e-05,2.0082734408788383e-06,-2.4234641387010925e-06
-8.140671980072511e-06,-4.295244798413478e-05,5.990175122860819e-05,8.918991625250783e-06,4.779475602845196e-05,-4.828609121432237e-06,6.721705972267955e-06,-2.346424025745364e-05,5.141368092154153e-06,-4.0590161916043144e-05,1.8051185975309636e-05,-2.655363095982466e-05
1.4726174413226545e-06,-3.4790765084835584e-05,3.391702995259038e-05,-2.3718744159850758e-06,1.6263759789580945e-05,-8.577686003263807e-06,5.576666808337905e-07,-7.621359145559836e-06,1.2054102171532577e-05,-1.5074499060574453e-05,1.3440694146993337e-05,-9.269686415791512e-06
3.6834376260230783e-06,-7.983397335920017e-05,8.22379079181701e-05,-4.559470608000993e-05,6.9520810939138755e-06,5.329346322469064e-06,8.450580821772746e-06,-1.2082537068636157e-06,2.2474050183518557e-05,-2.3747956220177002e-05,3.7941953934250705e-05,-1.6684477486705873e-05
8.92029558485774e-06,-2.6332690140407067e-05,3.167721843055915e-05,-1.261737429558707e-05,2.6044162950711325e-06,-8.855014129949268e-06,-1.912670995807275e-06,-8.302387868752703e-06,1.0087598184327362e-05,-1.72217460203683e-05,3.0457402317551896e-05,-8.505045116180554e-06
-7.543758442807302e-06,-3.536185340635711e-05,6.198771006893367e-05,8.54544521189382e-06,4.1472867224001675e-05,-1.3233273989499139e-05,-7.009694172666059e-06,-1.805668807719485e-05,-4.556346539175138e-06,-2.4459607175231213e-05,1.1238499382670852e-05,-1.3023302926740143e-05
-1.925616402331798e-06,-4.61071940662805e-05,6.406643024092773e-05,1.1538865237525897e-05,5.4911262850509956e-05,-1.3404142919171136e-05,-1.0759385872916027e-05,-1.2892579434264917e-05,-3.898731847584713e-06,-3.545744220900815e-05,1.2982553244000883e-05,-1.9054023823628086e-05
-1.204690374834172e-05,-2.6416563741804566e-05,2.628627680678619e-05,-9.82762216494848e-06,7.159268989198608e-06,3.562522437050575e-06,2.622241595418018e-06,8.118599907902535e-07,1.1623225873336196e-05,-6.9739471655339e-06,1.3466737680545293e-05,-1.026709389861935e-05
1.3707172570320836e-06,-5.1279446324770106e-05,4.356570684649341e-05,-2.075775591947604e-05,7.46852083466365e-06,6.001478823236539e-06,1.3499432498065289e-05,-6.992386261117645e-06,2.2933348191145342e-05,-2.5768827072170097e-05,1.989811744351755e-05,-9.938906032402883e-06
-8.08939284979715e-06,-4.1723762478795834e-05,5.015642659600417e-05,-8.288254321087152e-06,2.6181254725088365e-05,-4.542367605608888e-06,3.702010872075334e-06,-1.1427007621023222e-05,8.801580406725407e-06,-1.3540726172323048e-05,1.9543530470400583e-05,-2.0773291907971725e-05
-7.236876626848243e-07,-1.7145054698630702e-05,2.2993945094640367e-05,2.7140217753185425e-06,1.6351342310372274e-05,-5.595891821030818e-06,-6.498152174572169e-06,1.2370992408250459e-07,-5.434143986349227e-06,-5.525255801330786e-06,9.322266123490408e-07,-2.1930582079221494e-06
9.747292551764986e-06,-0.00010966094669129234,0.00010793469709824421,-3.329179162392393e-05,3.331540574436076e-05,-7.134049155865796e-07,-5.645404826282174e-06,-5.967012384644477e-06,1.053570443332319e-05,-3.260363655499532e-05,3.671759077406023e-05,-1.0368492439738475e-05
-2.4079827198875137e-06,-1.3505781225831015e-05,2.5101883693423588e-05,9.940634299709927e-06,2.0039860828546807e-05,-7.703802111791447e-06,-7.6129945227876306e-06,-1.018778948491672e-05,-4.3523493786779e-07,-1.1163430826854892e-05,4.471527063287795e-06,-6.536892215081025e-06
9.48799629441055e-06,-1.1763739621528657e-05,1.717931081657298e-05,1.2142302352913248e-05,2.1939549810667813e-05,-7.403613153655897e-06,-8.601796707807807e-06,-7.512925549235661e-06,-6.567267291757162e-06,-1.1587116205191705e-05,-5.80095411351067e-06,-1.5117487208726743e-06
-6.881494698518509e-07,-1.775147688931611e-05,2.306272335772519e-05,1.7477339497418143e-05,3.4273950859642355e-05,-8.40569236970623e-06,-1.09070294911362e-05,-7.052173714328092e-06,-6.609765364373743e-06,-1.5363496459031012e-05,-8.383858585148118e-07,-7.197844098527639e-06
-4.375142907520058e-06,-2.0971010712855787e-05,4.518900618677435e-05,9.359452860735473e-06,3.114020000793971e-05,-1.880879040072614e-05,-9.41437724577554e-06,-2.1157994154918924e-05,3.910399755113758e-06,-1.7067052610286737e-05,1.6517341919097817e-05,-1.4322032484415104e-05
2.704598500713473e-06,-1.669921448410605e-05,2.3625379526492907e-05,-3.1647073228668887e-07,1.3445105651044287e-05,-6.6925765906944434e-06,-5.283703231384607e-06,-5.765876267105341e-06,3.1415553394253948e-06,-8.55151188261516e-06,4.357142188382568e-06,-3.964428969993605e-06
-6.373915027779731e-06,-1.140157019108301e-05,3.960601497965399e-05,4.611378244590014e-06,2.884354307752801e-05,-1.5394376532640308e-05,-1.2806938457288197e-05,-1.3098017006996088e-05,-5.647420948662329e-07,-1.1210355751245515e-05,9.426012638868997e-06,-1.1637032002909109e-05
7.806781695762766e-06,-3.531604579620762e-05,6.116393888078164e-05,-2.894503268180415e-06,4.0119435425367556e-05,-2.2663611844109255e-05,-1.7683900296106003e-05,-2.2909619474376086e-05,-4.222121788188815e-06,-2.035013494605664e-05,2.6813806471182033e-05,-9.864023923000786e-06
1.6642203490846441e-06,-3.2712358006392606e-05,4.854805865761591e-05,-1.518614999440615e-05,1.177056105916563e-05,-5.070484327518443e-06,-4.110131158086006e-06,-4.952678182235104e-06,3.830339665000793e-06,-9.27530254557496e-06,1.4218353953765472e-05,-8.724426606931956e-06
2.6618045012583025e-06,-7.403291238006204e-05,6.617171675316058e-05,-2.7377587684895843e-05,1.4774107853554597e-05,7.356569312833017e-06,1.1346789960953174e-05,6.760910764569417e-08,1.690493354544742e-05,-2.760068036877783e-05,2.4520509214198682e-05,-1.4792861293244641e-05
-4.631704996427288e-06,-7.458430991391651e-05,6.667741035926156e-05,-2.560235861892579e-05,2.3102542741071375e-05,1.0037963420472806e-05,6.346126951939368e-06,1.2326669320827932e-06,1.4185119653120637e-05,-2.5058728169824462e-05,2.339378170290729e-05,-1.5098509265953908e-05
-2.3394511572405463e-06,-1.3700231647817418e-05,2.552947717049392e-05,2.9488246582332067e-06,1.654719471844146e-05,-9.674701004769304e-06,-7.926932767077233e-06,-6.181256139825564e-06,-3.2444431781186722e-06,-4.270194949640427e-06,6.446785846492276e-06,-4.135074050282128e-06
5.284027224661259e-07,-2.9121481929905713e-05,3.208459384040907e-05,5.746092028857674e-07,2.025368758040713e-05,-3.7596018955809996e-06,5.757291319241631e-06,-1.0350473701237206e-05,1.0283760616403015e-05,-2.901478910644073e-05,1.2942341527377721e-05,-1.0178342563449405e-05
2.536030933697475e-06,-4.400452326080995e-05,5.8943462136085145e-05,5.718782318808735e-06,4.5457582928065676e-05,-1.1418433786047899e-05,-4.501065461681719e-06,-1.818800410546828e-05,-6.170116648718249e-07,-2.9541069125116337e-05,5.721169600292342e-06,-1.0106918239216611e-05
-2.601267453883338e-06,-3.8997050523903454e-05,6.14090592989669e-05,2.769981620076578e-06,3.888745675340033e-05,-1.036917331020959e-05,-1.0065397873404436e-05,-1.1785517244788934e-05,-2.8917543204443064e-06,-2.7939131513221582e-05,1.4639772416558117e-05,-1.3056977991254826e-05
1.986741062864894e-05,-6.521409704873804e-05,6.031693555996753e-05,-3.0318043627630686e-05,1.686787527432898e-05,3.4018311936279133e-06,7.6199417264888325e-06,-9.41572204737895e-06,7.772681783535518e-06,-2.126551407855004e-05,1.59985970640264e-05,-5.631896556224092e-06
6.5250198986177566e-06,-2.7997579309158027e-05,2.0561348719638772e-05,-1.5360589713964146e-05,1.96924611373106e-06,1.426336211807211e-06,4.642651219910476e-06,1.467657853027049e-07,6.455071343225427e-06,-1.9774324755417183e-06,6.285413292062003e-06,-2.6762527340906672e-06
-4.868722044193419e-06,-3.072466552112019e-05,2.462621682752797e-05,-2.0285495338612236e-05,-7.578098006888467e-07,6.87747137817496e-06,5.9359999795560725e-06,3.440485897954204e-06,6.097116738601471e-06,3.96743507735664e-06,9.541157851344906e-06,-3.8491889426950365e-06
-8.488344519719249e-06,-6.28314627419968e-05,6.457634299295023e-05,-7.106048087734962e-06,2.369249068578938e-05,-2.5362614906043746e-06,2.6450543373357505e-06,-5.921395768382354e-06,1.1408535101509187e-05,-2.4903047119551047e-05,2.696810224733781e-05,-1.7503964954812545e-05
-1.7616904187889304e-05,-9.03551590454299e-05,0.00010356541679357179,1.0453612048877403e-05,6.526897141156951e-05,-1.795422849681927e-05,1.6675548977218568e-06,-2.29037138979038e-05,1.6093723843368934e-05,-4.83505009469809e-05,3.201217032255954e-05,-3.1880944789008936e-05
9.645832051319303e-06,-7.004043800407089e-05,5.370674989535473e-05,-1.2233222150825895e-05,3.574878428480588e-05,-5.022822733735666e-06,2.0467133708734764e-05,-2.3640317522222176e-05,2.436764134472469e-05,-4.146533547100262e-05,2.5447936423006468e-05,-1.6981940007099183e-05
8.521418749296572e-06,-0.00012115921708755195,0.00012473990500438958,-6.004226162303894e-05,2.0395038518472575e-05,9.217611477652099e-06,2.2158381625558832e-05,-1.0626479166830904e-05,3.923412918993563e-05,-5.1536987484723795e-05,5.862407670065295e-05,-3.952562201448018e-05
4.373770480015082e-06,-7.222365093184635e-05,8.244688069680706e-05,-2.281549515714687e-05,3.116247415846374e-05,8.191927918232977e-07,2.035150828305632e-06,-4.019889729534043e-06,5.759996213328122e-06,-2.771284016489517e-05,2.1319227016647346e-05,-2.1144820493645966e-05
-2.1167716113268398e-06,-8.547699326300062e-05,7.088618258421775e-05,-1.1233317763981177e-05,3.751477379410062e-05,3.450702024565544e-06,1.8473839645594126e-05,-4.271952775525278e-06,1.411611401636037e-05,-4.0142509760698886e-05,2.2067933969083242e-05,-2.3268003502607826e-05
8.746061894271406e-06,-9.843154475674964e-05,0.00012759186211042106,-7.3767071171459975e-06,5.813087773276493e-05,-2.7177900847163983e-05,-1.4029030808160314e-05,-3.389163794054184e-05,1.753387959979591e-05,-4.9515503633301705e-05,5.4642434406559914e-05,-3.6222794733475894e-05
7.09533060216927e-06,-9.695317021396477e-05,9.450886136619374e-05,-2.9707785415666876e-05,3.091229700658005e-05,5.135498497566005e-07,3.6588957073036e-06,-8.137721124512609e-06,1.8395196548226522e-05,-3.521498729242012e-05,3.457539696682943e-05,-1.9645869087980827e-05
2.062380372080952e-05,-9.800182624530862e-05,0.00011939471619371034,-6.58521071272844e-06,5.537718027426308e-05,-1.9411499579291558e-05,-6.821442539717282e-06,-3.3849842111521866e-05,1.037896026900853e-05,-5.277399048964071e-05,3.493955716749042e-05,-2.3270404199138284e-05
1.8533760339778382e-05,-6.775641122658271e-05,8.425238638665178e-05,-3.8023472370696254e-08,3.0494877137243748e-05,-1.6521646841738402e-05,-1.357309884042479e-06,-2.9993601913247403e-05,3.0595084581364063e-06,-3.866537304020312e-05,2.9134841042832704e-05,-1.1143008123326581e-05
6.031249085935997e-06,-8.477383266836114e-05,8.822496374705224e-05,-2.8171040867164265e-05,4.6981525315459294e-05,-6.6946844299309305e-06,1.4947547015253804e-05,-2.2682161329612427e-05,2.6220436666335445e-05,-5.218114523675155e-05,4.2351575757493265e-05,-3.0254432203946635e-05
2.619824272187543e-06,-6.349724321808026e-05,6.73781657951622e-05,-1.8869487391270923e-05,3.185108198522357e-05,3.1724082418804755e-06,4.789430931850802e-06,-6.658277015958447e-06,7.054245998006081e-06,-3.333723310561254e-05,1.7261675438362545e-05,-1.176459170437738e-05
2.3376387616735883e-06,-0.00010838875095942058,0.00014052897313376889,2.238918295915937e-05,9.857073382590897e-05,-2.794080023704737e-05,-1.629327016416937e-05,-3.9788977915122814e-05,1.2955420061189216e-06,-6.647358532063663e-05,3.391914742678637e-05,-4.015583181171678e-05
-4.3684940465027466e-07,-9.37165787036065e-05,8.79185608937405e-05,1.6810927263577469e-06,5.8700601584860124e-05,-5.5197421033881255e-06,7.208936949609779e-06,-1.6923171642702073e-05,1.2599014553416055e-05,-4.7027824621181935e-05,2.140377500836621e-05,-2.588781717349775e-05
1.7000992556859273e-05,-6.166642742755357e-05,5.3494341955229174e-05,3.6948836168448906e-06,3.7127873838471714e-05,-3.4642206259150043e-06,-6.4460573412361555e-06,-1.2877561857749242e-05,6.934592647667159e-06,-3.594631016312633e-05,1.3534287973016035e-05,-1.1386396636225982e-05
1.593580782355275e-05,-9.137407596426783e-05,0.00010052013840322616,-2.457223217788851e-05,3.7708985018980457e-05,-8.041727369345608e-06,-1.4816386510574375e-05,-1.4146624835120747e-05,2.1851654224747108e-05,-4.086169155925745e-05,4.11690489272587e-05,-2.3372895157081075e-05
-8.57997565617552e-06,-4.248096047376748e-05,6.74587552111916e-05,3.620989082264714e-05,6.133639317340567e-05,-2.415682865830604e-05,-2.0499554921116214e-05,-2.6459966647962574e-05,-1.5760269889142364e-06,-3.5900160582968965e-05,2.0013117136841174e-05,-2.5364683096995577e-05
4.910677034786204e-06,-7.870018453104421e-05,6.866295234431163e-05,-4.362794243206736e-05,1.960692998181912e-05,6.417576514650136e-07,2.281563095607453e-05,-1.4405876754608471e-05,2.716854851314565e-05,-2.9652555895154364e-05,4.29388146585552e-05,-2.0358750134619186e-05
-2.909082922997186e-06,-4.227950739732478e-05,6.381266030075494e-05,-1.6599772607150953e-05,1.8929091311292723e-05,-9.272423994843848e-06,-3.6424953577807173e-06,-1.9626619177870452e-05,1.6967612282314803e-05,-2.072238112305058e-05,3.346702578710392e-05,-1.8124108464689925e-05
2.480936200299766e-05,-5.560221597988857e-05,6.689639326395991e-05,-2.610610863484908e-06,3.332632877572905e-05,-1.1846152801808785e-05,-7.192441444203723e-06,-2.531361678848043e-05,-3.038467184524052e-07,-4.0287529373017605e-05,2.442646257350134e-05,-6.302133442659397e-06
6.473620430824667e-06,-7.343261677306145e-05,6.456696428358555e-05,-3.053574164368911e-05,1.6660707842675038e-05,-1.9759809219976887e-06,1.3526643442673958e-05,-1.2499960803324939e-05,2.812538241414586e-05,-2.871373999369098e-05,3.900930278177839e-05,-2.1204578843025956e-05
4.685576072915865e-06,-4.8074483856908046e-05,5.633629163526166e-05,-1.0526072287575516e-05,3.003988103955635e-05,-7.759812206131755e-06,-4.2419515011715703e-07,-1.8671586417440267e-05,1.248309774837253e-05,-2.8748476324835792e-05,2.3161636818258557e-05,-1.2501856076596596e-05
1.560924920340767e-05,-7.879835538915358e-05,7.256351091200486e-05,-3.650361304607941e-05,4.807835239262204e-06,-1.2762681933509157e-06,1.987204313991242e-05,-6.792555950596579e-06,2.447984593345609e-05,-3.349210510350531e-05,3.2002968055167e-05,-1.2472555454223766e-05
-6.091080194892129e-06,-5.893295747227967e-05,6.511977153422777e-05,1.7893401945912046e-05,5.1279143917781767e-05,-8.697615839992068e-06,-5.982171842333628e-06,-1.7038400528690545e-05,1.2719656297122128e-06,-3.245053085265681e-05,1.571671464262181e-05,-2.208824298577383e-05
8.503072905341469e-06,-6.299128108366858e-05,6.569755169039126e-05,-3.426081184443319e-05,1.584490655659465e-05,-2.9575298867712263e-06,-6.015457984176464e-06,-5.406334821600467e-06,2.005074748012703e-05,-2.0867260900558904e-05,3.251686575822532e-05,-1.0114466476807138e-05
9.153506653092336e-06,-8.644812942293356e-05,8.074522065726342e-05,-2.495086869203078e-05,3.6378313780005556e-05,1.6291815825297817e-06,1.900901315821102e-05,-1.6161355063104565e-05,1.8638571873452747e-05,-4.378480070954538e-05,3.1268618386093294e-05,-2.54772753294219e-05
2.9430231734295376e-05,-5.421065179689322e-05,6.162185673019849e-05,-1.5378118860098766e-05,3.185394962201826e-05,-1.9584462279453874e-05,-7.3574756243033335e-06,-2.4356142603210174e-05,8.246022844105028e-06,-3.06698857457377e-05,2.5474291760474443e-05,-5.069612598163076e-06
-2.1303692392393714e-06,-5.644639168167487e-05,6.532963834615657e-05,3.180755811627023e-06,3.713614569278434e-05,-1.6323119780281559e-06,8.280630936496891e-07,-1.7304802895523608e-05,6.272983455346548e-06,-3.001255481649423e-05,1.8838026903722493e-05,-2.4059187808234128e-05
1.947805685631465e-06,-5.912738151891972e-05,5.306828848006262e-05,-5.109132666802907e-05,-7.880337761889677e-06,8.932759701707482e-06,1.4606820855078695e-05,4.075284778082278e-06,1.660722409724258e-05,-8.366916517843492e-06,3.1677363494964084e-05,-4.449585219390428e-06
2.3540826077805832e-05,-5.330043586582178e-05,5.486942973220721e-05,-4.1664538002805784e-05,5.625724952551536e-06,-9.280600806960138e-06,9.362858236272587e-06,-1.2649555173993576e-05,1.9982605863333447e-05,-1.9386033272894565e-05,2.589387986517977e-05,-2.9941616048745345e-06
1.5026813343865797e-05,-6.763532837794628e-05,8.181399243767373e-05,1.3407996220848872e-05,5.163172500033397e-05,-9.355534984933911e-06,-1.8839031781681115e-05,-2.0144617906225903e-05,-7.840850230422802e-06,-3.6279778214520775e-05,7.689978474445525e-06,-9.475362958255573e-06
2.9725642889388837e-06,-8.083768079814035e-05,8.780112148087937e-05,-2.8191232559038326e-05,3.242757884436287e-05,-2.1442953084260807e-06,6.011231732827582e-06,-8.998291889383836e-06,1.1790653843490873e-05,-3.055488195968792e-05,3.517267123243073e-05,-2.5449437544011744e-05
1.4286218629422365e-05,-5.887451888497708e-05,5.25969298905693e-05,-2.9951311830700433e-06,2.158069401048124e-05,-1.2305008851853927e-06,7.990973244886845e-06,-1.4371279121405678e-05,5.626865686281235e-06,-2.3927399979584152e-05,1.0214607300440548e-05,-1.0897456377279013e-05
1.166669630947581e-05,-5.317193426890299e-05,5.8176211723548477e-05,-5.016987756789604e-06,3.4499953926570015e-05,-9.333983143733349e-06,-8.05154718364065e-06,-1.1022472790500615e-05,4.331811396696139e-06,-2.9880069860155345e-05,1.8379095763521036e-05,-1.0576771728665335e-05
-7.7868057815067e-06,-8.317024185089394e-05,8.927195449359715e-05,5.738037543778773e-06,5.0385509894113056e-05,-3.7660502130165696e-06,-1.6571693777223118e-06,-1.8483560324966675e-05,1.2451921520550968e-05,-4.1207664253306575e-05,2.751267129497137e-05,-2.9288605219335295e-05
1.5243688721966464e-05,-0.00015105891543498728,0.0001498991587141063,-6.087118345021736e-05,3.925650753444643e-05,-9.469863471167628e-07,1.1213408356525179e-05,-1.717271970846923e-05,3.32394261022273e-05,-5.583235542871989e-05,6.275321948123747e-05,-2.572324865468545e-05
2.919650569310761e-06,-6.329248208203353e-05,5.9013542340835556e-05,-1.420991884515388e-05,4.061630534124561e-06,-1.5938380784064066e-06,1.4442893757404818e-05,-1.1103719771199394e-05,2.0299470179452328e-05,-2.606801990623353e-05,2.919765938713681e-05,-1.3666866834682878e-05
1.2369811656753882e-05,-9.792588389245793e-05,0.00011611048830673099,-4.013344550912734e-06,7.350212763412856e-05,-2.5752367491804762e-05,-1.6810337228889694e-06,-3.3546171835041605e-05,1.4535270111082355e-05,-5.9565734773059376e-05,3.844540026420873e-05,-3.247856545840477e-05
2.1120297788002063e-05,-6.008950367686339e-05,4.3921054384554736e-05,-3.172805872964091e-05,7.056589311105199e-06,2.389861037954688e-06,1.4884677966620075e-05,-5.495156074175611e-06,1.3528553608921356e-05,-2.415343215034227e-05,2.3827390123187797e-05,-5.262274726192118e-06
5.667081154570042e-06,-9.24268715607468e-05,0.00010219629075436387,-3.550320707290666e-05,3.8447825431831006e-05,-7.78968887971132e-06,4.827677003049757e-06,-2.3009595679468475e-05,2.9031290068814997e-05,-4.1924613469745964e-05,5.063698517915327e-05,-3.0153173611324746e-05
8.285206831715186e-06,-5.637936260427523e-05,7.897548857727088e-05,1.4027644283487462e-05,4.697907934314571e-05,-2.7594762144644847e-05,-1.6944406524999067e-05,-2.613404194562463e-05,7.72796011005994e-06,-4.066851033712737e-05,3.027963293789071e-05,-1.8553929947984216e-05
-2.610166120575741e-06,-8.749863263801672e-05,8.793676533969119e-05,-2.5526993340463378e-05,3.257809112255927e-05,-3.743271008715965e-06,2.208826877847514e-05,-1.6361766938643996e-05,3.5350753933016676e-05,-4.720661490864586e-05,3.433551319176331e-05,-2.934194344561547e-05
2.1913797354500275e-05,-0.00011776039991673315,0.00011171147707500495,-6.210312312759925e-05,2.3977504042704822e-05,-8.187057574104983e-07,1.032209752338531e-05,-1.493121658313612e-05,2.826116997312056e-05,-3.9155284525804745e-05,5.33069087396143e-05,-1.4724222580753121e-05
1.3850417417415883e-06,-7.85098832238873e-05,9.477790433720656e-05,-7.774171535857022e-06,6.646980091318255e-05,-1.884262564999517e-05,-1.0394594482932007e-05,-2.5279872943428927e-05,1.1192499187018257e-05,-4.565512699628016e-05,3.5439264593151165e-05,-2.280823991895886e-05
-1.468141363147879e-05,-5.3072326409164816e-05,6.754158312105574e-05,2.3634729586774483e-06,3.430780043345294e-05,-5.2334781912577455e-06,3.2678522075002547e-06,-2.0164725810900563e-05,1.867738791361262e-05,-3.5368261706025805e-05,2.6623924895829987e-05,-2.426182163617341e-05
-4.658744387597835e-06,-8.317024730786216e-05,9.454273822484538e-05,-1.2367358067422174e-05,3.706485040311236e-05,-5.684528332494665e-06,-2.379103079874767e-06,-1.4191656191542279e-05,1.8045782098852214e-05,-3.719074720720528e-05,4.1058528495341307e-05,-3.1069512260728516e-05
1.0895096124841075e-05,-5.658500776917208e-05,5.267371307127178e-05,-1.1099155017291196e-05,2.6692730898503214e-05,-3.7104737202753313e-06,4.587470854744424e-06,-1.2368332136247773e-05,7.63075877330266e-06,-2.9960893698444124e-05,1.7651448615652043e-05,-6.407353851045627e-06
