# ts,pupil
3.050476556979576344e+03,3.674870918514168139e+00
3.055476556979576344e+03,3.887463405703302399e+00
3.060476556979576344e+03,3.363449624994178322e+00
3.065476556979576344e+03,3.599146715074586389e+00
3.070476556979576344e+03,3.534039254547098885e+00
3.075476556979576344e+03,3.910026938712504840e+00
3.080476556979576344e+03,3.889851406610476126e+00
3.085476556979576344e+03,3.896245919518815715e+00
3.090476556979576344e+03,3.495634375525505710e+00
3.095476556979576344e+03,3.412767083968295978e+00
3.100476556979576344e+03,3.467131436117746102e+00
3.105476556979576344e+03,3.837956396282260929e+00
3.110476556979576344e+03,3.914384834498111143e+00
3.115476556979576344e+03,3.562989215227215123e+00
3.120476556979576344e+03,3.741360273045271079e+00
