# ts,pupil
3.339736179719815482e+03,2.490895707320947672e+00
3.344736179719815482e+03,2.544509935560699709e+00
3.349736179719815482e+03,2.451060307848607067e+00
3.354736179719815482e+03,2.511933800171399334e+00
3.359736179719815482e+03,2.501389384153180018e+00
3.364736179719815482e+03,2.443615975806176621e+00
3.369736179719815482e+03,2.449282454810479237e+00
3.374736179719815482e+03,2.370267863548478626e+00
3.379736179719815482e+03,2.404599614455121159e+00
3.384736179719815482e+03,2.507395338894784054e+00
3.389736179719815482e+03,2.349078163623158577e+00
3.394736179719815482e+03,2.467423896878385037e+00
3.399736179719815482e+03,2.372716036205838819e+00
3.404736179719815482e+03,2.496035362663618251e+00
